AURKA,BRAF,FGFR1,MAP3K7,MAPK15,MKNK1,PAK1,PAK3,PDPK1,PIK3CA,RET,RPS6KB1,SRC,STK11,TTK,smiles
1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,COc1cccc(C(N)=O)c1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COc1cccc(C=O)c1OC
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,COc1cccc(CC(=O)O)c1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,COc1cccc(CCC(=O)O)c1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1.Cl
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COc1cccc(NC(=O)/C=C/c2ccc(Cl)cc2)c1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1
1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,COc1cccc(OC)c1C(=O)O
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COc1cccc(OC)c1C(=O)OCc1cc(O)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
0,1,2,1,2,1,2,2,1,1,2,1,2,1,2,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1.Cl
0,1,2,1,2,1,2,2,1,1,2,1,2,1,2,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl
0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1
0,1,2,1,2,1,2,2,1,1,2,1,2,1,1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,COc1cccc2c1c(O)c(C(=O)N(C)c1ccc(C(F)(F)F)cc1)c(=O)n2C
1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3
1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,COc1cccc2cc(-c3nc([C@H]4CC[C@H](C(=O)O)CC4)n4ncnc(N)c34)[nH]c12
1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,COc1cccc2oc(-c3ccccc3)cc(=O)c12
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,COc1ccccc1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,COc1ccccc1-c1cc(Nc2cccc(CS(N)(=O)=O)c2)ncn1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COc1ccccc1/C=C/C(=O)O
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COc1ccccc1/C=C/C(=O)c1ccccc1O
0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,COc1ccccc1/C=C/C=O
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,COc1ccccc1C(=O)Nc1cc2c(cc1N1CCCC1)n(C)c(=O)n2C
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,COc1ccccc1C(=O)Nc1cc2c(cc1N1CCCCC1)n(C)c(=O)n2C
2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,COc1ccccc1C(=O)Nc1cc2c(cc1N1CCNC[C@H]1C)n(C)c(=O)n2C
0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,COc1ccccc1C(=O)O
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1.Cl.Cl
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1.Cl
1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1.O=C(O)/C=C\C(=O)O
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1.Cl.Cl
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,COc1ccccc1Nc1nc(-c2sc(NC(C)=O)nc2C)cs1
1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,COc1ccccc1O
1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1.Cl.Cl
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,COc1ccccc1OCC(O)CO
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,COc1ccccc1OCC(O)COC(N)=O
1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,COc1ccccc1OCCN.Cl
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO.O
2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,COc1ccnc(CS(=O)c2nc3cc(-n4cccc4)ccc3n2[Na])c1C
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[n-]2)c1OC.[Na+]
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,COc1ccnc(CS(=O)c2nc3ccc(-n4cccc4)cc3[nH]2)c1C
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC
1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,COc1cn(-c2ccc(-n3cccn3)cc2F)nc(-c2ccnn2-c2ccccc2)c1=O
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COc1nc(-c2ccc3c(c2)OCO3)n(-c2ccc(NC(=O)CSc3ccccc3)cc2)n1
1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,COc1nc(C)cnc1NS(=O)(=O)c1cccnc1-c1ccc(-c2nnco2)cc1
1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,COc1nc(C)nc(Cl)c1NC1=NCCN1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCNC(C)=O
1,1,1,2,0,1,0,1,1,1,2,1,1,2,1,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12
2,1,2,2,1,1,1,1,1,1,2,1,2,2,1,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12.O=C(O)/C=C/C(=O)O
1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,COc1ncc(-c2cc(-c3ncc(CN4C[C@H](C)O[C@H](C)C4)o3)c3cn[nH]c3c2)cc1NS(C)(=O)=O
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F
0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2[C@H]2CC[C@H](O)CC2)n1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1
2,1,1,2,1,0,0,0,0,0,2,1,1,0,0,COc1nccnc1NS(=O)(=O)c1ccc(NC(=O)/C=C/c2ccc([N+](=O)[O-])s2)cc1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC
1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS(=O)(=O)N1CCc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc21
1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1
1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCCC1
1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,CS(=O)(=O)O.CS(=O)(=O)O.Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1
1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,CS(=O)(=O)O.CS(=O)(=O)O.N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1
1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,CS(=O)(=O)O.C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,CS(=O)(=O)O.C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,CS(=O)(=O)O.Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
0,0,1,1,2,1,1,1,1,1,2,1,1,2,1,CS(=O)(=O)O.Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CS(=O)(=O)O.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,CS(=O)(=O)O.N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1
1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,CS(=O)(=O)O.O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1
2,2,1,2,1,1,0,0,1,1,2,1,1,0,1,CS(=O)(=O)O.O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1
1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,CS(=O)(=O)O.O=C(O[C@H]1C[C@@H]2C[C@@H]3C[C@@H](C1)N2CC3=O)c1c[nH]c2ccccc12
1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,CS(=O)(=O)O.Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,CS(=O)(=O)OCCCCOS(C)(=O)=O
1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,CS(=O)(=O)[O-].CS(=O)(=O)[O-].C[NH+](C)c1ccc2c(c1)Sc1cc([NH+](C)C)ccc1N2
2,1,2,1,1,0,0,0,1,1,2,1,1,0,1,CS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CS(=O)(=O)c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
2,1,2,2,2,0,0,1,1,1,2,1,2,2,1,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1
2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4c(c3)CCC(=O)N4)ncc2C(F)(F)F)c1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1
1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,CS(=O)(=O)c1ncc(Cl)c(C(=O)O)n1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CS(=O)CCCCN=C=S
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,CS(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSCC1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)O1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSCCC(=O)O
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,CSCCC(N)C(=O)O
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O[Na])OP(=O)(O[Na])C(Cl)(Cl)P(=O)(O[Na])O[Na])[C@H](O)[C@@H]1O
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,CSCC[C@H](N)C(=O)O
1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,CSCC[C@H](NC(C)=O)C(=O)O
0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,CSC[C@H](N)C(=O)O
1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,CSSSC
1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,CSc1ccc(C(=O)/C=C/c2cc(C)c(OC(C)(C)C(=O)O)c(C)c2)cc1
1,0,1,0,1,0,0,0,1,1,1,1,1,2,1,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl
1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,CSc1cccc(NC2=NC3C(C=N2)C=C(c2c(Cl)cccc2Cl)C(=O)N3C)c1
0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,CSc1nc2cc(Oc3cccc(Cl)c3Cl)c(Cl)cc2[nH]1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,C[C@@H](C(=O)Nc1ccc(Cl)cc1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,C[C@@H](CCC1(O)O[C@H]2C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2[C@@H]1C)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1.Cl
0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,C[C@@H](N)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(N)=O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O
1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,C[C@@H](N)C(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O
1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1.Cl.Cl
2,1,1,1,2,0,0,0,1,1,1,1,1,1,1,C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1.Cl
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F
1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,C[C@@H](O)[C@H](N)C(=O)O
1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12.O
0,0,0,1,2,1,0,0,0,0,1,1,0,0,0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12.O.O.O
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12.O
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12.[Na+]
1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C([C@H]3CCCO3)S[C@H]12.[Na+]
1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
2,1,2,1,0,0,0,1,0,0,2,1,2,0,1,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F
2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,C[C@@H](Oc1ccc2[nH]nc(/C=C/c3cnn(CCO)c3)c2c1)c1c(Cl)cncc1Cl
1,1,1,1,2,0,0,0,1,1,1,0,1,1,1,C[C@@H](c1ccc2nccn2c1)n1nnc2ncc(-c3cnn(C)c3)nc21
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F
1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,C[C@@H]1C(=O)O[C@H](C)[C@H]1C[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C[C@@H]1C(=O)O[C@H]2CC34[C@H]5C[C@@H](C(C)(C)C)C36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@]21O
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C[C@@H]1C(=O)O[C@H]2[C@@H](O)C34[C@H]5C[C@@H](C(C)(C)C)C36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@@]12O
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@]34[C@@H]5OC(=O)[C@]3(OC3OC(=O)[C@H](O)C34[C@H](C(C)(C)C)[C@@H]5O)[C@@]12O
0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,C[C@@H]1C/C=C/C=C/C=C/C=C/C(O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O
1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1
1,1,2,1,2,0,0,1,1,1,2,0,2,1,1,C[C@@H]1CC(=O)Nc2cccc(-c3ccc4c(c3)c(-c3cnn(C)c3)nn4C)c2N1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C[C@@H]1CCC=C2C(=O)C[C@H]3OOC(C)(C)[C@H]3[C@]21C
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,C[C@@H]1CCCC2=CC(=O)[C@@H]3[C@@H](C3(C)C)[C@]21C
1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
1,1,2,1,1,1,0,0,1,1,2,1,1,1,0,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O
1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N21
0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@]21CC[C@@]3(C)O
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4
1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O
1,1,1,0,2,1,2,2,1,1,1,1,2,1,1,C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O
